date,open,close,high,low,volume,amount,up,down
2009-04-21,2523.26,2535.83,2552.6,2499.6,180986600,157746069504,376,475
2009-04-22,2548.1,2461.35,2579.22,2449.9,213984600,180970242048,86,794
2009-04-23,2440.68,2463.95,2474.15,2422.79,140964300,115712761856,493,356
2009-04-24,2477.16,2448.59,2481.53,2445.66,124442600,110341111808,242,613
2009-04-27,2443.44,2405.35,2452.93,2393.16,126570300,105298698240,103,768
2009-04-28,2382.88,2401.44,2411.44,2372.34,104409700,92346310656,603,241
2009-04-29,2401.66,2468.19,2477.73,2395.48,140227900,123478147072,802,80
2009-04-30,2477.93,2477.57,2491.07,2461.36,142065400,130255781888,628,220
2009-05-04,2486.69,2559.91,2560.54,2486.23,166068200,148654342144,874,11
2009-05-05,2577.43,2567.34,2590.78,2552.39,173313900,153862045696,601,264
2009-05-06,2563.56,2592.52,2596.93,2552.63,175516000,157317021696,666,194
2009-05-07,2612.12,2597.45,2622.11,2566.12,198989800,177758486528,294,580
2009-05-08,2586.76,2625.65,2634.06,2574.57,174623900,158432083968,451,388
2009-05-11,2646.29,2579.75,2663.95,2579.75,193385700,174955577344,103,767
2009-05-12,2562.36,2618.17,2619.69,2558.96,135343300,115764985856,785,82
2009-05-13,2629.03,2663.77,2670.21,2608.32,160666100,147360448512,529,316
2009-05-14,2631.45,2639.89,2651.49,2610.22,138342800,123858845696,418,447
2009-05-15,2646.89,2645.26,2661.37,2623.36,119376000,107977678848,497,332
2009-05-18,2632.57,2652.78,2656.84,2589.61,129358600,119503822848,509,328
2009-05-19,2679.4,2676.68,2688.11,2660.56,158752100,150171533312,559,278
2009-05-20,2680.55,2651.41,2686.34,2651.01,148167000,139295408128,257,584
2009-05-21,2639.14,2610.62,2663.23,2598.87,156382600,141382647808,181,681
2009-05-22,2595.99,2597.6,2617.75,2578.59,110703600,100774723584,467,349
2009-05-25,2555.34,2610.01,2618.36,2538.62,123584700,114606678016,362,493
2009-05-26,2615.01,2588.57,2618.8,2585.91,121942600,119278698496,397,449
2009-05-27,2601.24,2632.93,2635.31,2592.79,115082600,105251790848,440,417
2009-06-01,2668.4,2721.28,2726.72,2668.4,162047300,158963286016,778,90
2009-06-02,2739.44,2724.3,2750.88,2713.47,171612300,163936419840,468,395
2009-06-03,2722.27,2778.59,2778.68,2717.86,169429300,162236973056,555,291
2009-06-04,2753.25,2767.24,2778.24,2728.2,189882900,183071342592,351,513
2009-06-05,2783.86,2753.89,2791.65,2750.38,159409500,156208300032,348,510
2009-06-08,2753.34,2768.34,2795.15,2729.03,147120200,141551517696,393,469
2009-06-09,2766.51,2787.89,2788.37,2721.85,145030700,135542308864,448,421
2009-06-10,2796.9,2816.25,2820.57,2790,158114600,146409275392,642,219
2009-06-11,2812.28,2797.32,2828.74,2787.45,145818300,134757687296,313,560
2009-06-12,2793.97,2743.76,2812.68,2722.22,141124800,126264197120,144,735
2009-06-15,2743.03,2789.55,2790.98,2727.74,122804300,111428845568,730,138
2009-06-16,2762.74,2776.02,2797.48,2753.69,115704400,110552825856,348,517
2009-06-17,2771.52,2810.12,2813.61,2744.22,124135600,120398962688,699,170
2009-06-18,2812.99,2853.9,2855.42,2810.85,152234500,149759115264,536,315
2009-06-19,2861.18,2880.49,2886.5,2847.36,166571200,153538969600,432,418
2009-06-22,2900.57,2896.3,2923.24,2884.13,161241000,150368436224,308,557
2009-06-23,2853.49,2892.7,2941.05,2841.9,161926200,147720142848,317,547
2009-06-24,2889.05,2922.3,2923.47,2880.28,152622100,148911538176,663,189
2009-06-25,2926.62,2925.05,2946.9,2909.09,131177600,131541164032,322,532
2009-06-26,2930.5,2928.21,2937.61,2910.34,117330400,116750237696,454,373
2009-06-29,2930.31,2975.31,2976.92,2918.39,137076200,138428203008,554,273
2009-06-30,2990.12,2959.36,2997.27,2953.36,136922300,145773985792,280,570
2009-07-01,2950.17,3008.15,3009.71,2947.69,150140400,156104835072,635,224
2009-07-02,3015.08,3060.25,3062.56,3015.08,174747700,183504420864,561,296
2009-07-03,3035.81,3088.37,3088.86,3029.55,174495800,180366131200,526,335
2009-07-06,3091.48,3124.67,3128.31,3090.1,199131500,206765555712,440,425
2009-07-07,3118.27,3089.45,3130.07,3077.48,194615500,191155372032,440,429
2009-07-08,3057.46,3080.77,3097.96,3011.21,177484800,175032877056,557,298
2009-07-09,3073.52,3123.03,3123.51,3064.21,181390200,187210629120,747,128
2009-07-10,3124.79,3113.93,3140.04,3099.99,174289400,180566245376,467,395
2009-07-13,3098.96,3080.56,3112.88,3076.3,167169400,174729494528,527,339
2009-07-14,3088.58,3145.16,3147.59,3088.58,177534300,181164490752,811,67
2009-07-15,3156.63,3188.55,3188.91,3156.63,206725600,219623587840,553,302
2009-07-16,3209.77,3183.74,3221.07,3175.96,205167900,221217079296,263,598
2009-07-17,3181.06,3189.74,3197.23,3158.57,176252800,188687892480,525,330
2009-07-20,3203.89,3266.92,3269.18,3192.9,211984000,236527304704,726,137
2009-07-21,3275.67,3213.21,3279.59,3207.5,215195900,235796234240,163,723
2009-07-22,3207.99,3296.61,3301.43,3207.26,187782500,209399922688,765,113
2009-07-23,3301.1,3328.49,3331.06,3289.22,181509500,198042451968,581,280
2009-07-24,3343.76,3372.6,3398.05,3306.91,208990300,227211132928,293,586
2009-07-27,3377.72,3435.21,3435.93,3376.29,212417200,243420495872,757,119
2009-07-28,3434.32,3438.37,3439.92,3392.43,218790300,246796976128,579,298
2009-07-29,3419.99,3266.43,3454.02,3174.21,303175300,302820589568,50,843
2009-07-30,3281.2,3321.56,3336.64,3215.75,228951300,226591752192,566,305
2009-07-31,3354.68,3412.06,3414.15,3333.72,212759400,228121247744,860,30
2009-08-03,3429.69,3462.59,3465.17,3398.45,218302300,240142925824,721,158
2009-08-04,3477.11,3471.44,3478.01,3404.82,230009100,255343591424,455,424
2009-08-05,3467.05,3428.5,3468.1,3385.42,223497000,245403320320,447,431
2009-08-06,3401.48,3356.33,3419.74,3309.61,196388100,221496000512,211,667
2009-08-07,3352.66,3260.69,3374.46,3244.1,175290600,189646880768,105,774
2009-08-10,3287.76,3249.76,3307.89,3201.06,146781000,157350690816,556,312
2009-08-11,3261.41,3264.73,3273.02,3222.71,119804300,126058643456,570,297
2009-08-12,3255.99,3112.72,3255.99,3104.56,160388000,162700525568,47,841
2009-08-13,3112.57,3140.56,3150.36,3060.12,141992900,143513976832,484,384
2009-08-14,3138.15,3046.97,3146,3039.3,148469200,150832480256,74,814
2009-08-17,2994.87,2870.63,3020.26,2867.39,156815100,143692333056,24,862
2009-08-18,2845.33,2910.88,2920.64,2827.11,134994600,123230461952,706,173
2009-08-19,2916.09,2785.58,2929.06,2761.4,140576800,127217909760,78,816
2009-08-20,2798.37,2911.58,2914.64,2798.37,134285700,126680375296,878,12
2009-08-21,2905.05,2960.77,2969.52,2883.27,154424000,143164162048,854,32
2009-08-24,2982.19,2993.43,3004.9,2944.92,137241100,141593133056,725,139
2009-08-25,2980.1,2915.8,2980.1,2823.64,169038700,165212930048,233,652
2009-08-26,2889.74,2967.59,2995.8,2872.26,148017500,147103907840,827,50
2009-08-27,2947.83,2946.4,2988.03,2909.89,157879300,149627813888,576,296
2009-08-28,2938.42,2860.69,2949.43,2843.11,142735500,137472753664,117,762
2009-08-31,2817.63,2667.75,2817.63,2663,139685000,128345219072,27,859
2009-09-01,2649.17,2683.72,2727.08,2639.76,119251400,105567608832,422,445
2009-09-02,2681.33,2714.97,2729.71,2669.22,102232400,91385880576,578,274
2009-09-03,2722.3,2845.02,2854.16,2715.62,150218100,142565130240,890,0
2009-09-04,2841.17,2861.61,2875.98,2827.58,147887300,145854660608,735,130
2009-09-07,2877.62,2881.12,2919.35,2860,150735100,150286876672,581,257
2009-09-08,2865.7,2930.48,2931.23,2831.85,148083000,152212160512,757,108
2009-09-09,2944.17,2946.26,2962.29,2900.11,148905600,156579758080,443,414
2009-09-10,2934.96,2924.88,2958.95,2911.21,117502100,119176585216,239,627
2009-09-11,2917.19,2989.79,2999.33,2915.9,141734100,141400768512,785,86
2009-09-14,2990.93,3026.74,3033.08,2984.83,159188200,160014417920,827,48
2009-09-15,3029.1,3033.73,3050.43,2999.43,159377600,162967371776,547,306
2009-09-16,3027.51,2999.71,3028.56,2960.59,164738300,171562926080,363,514
2009-09-17,3015.59,3060.26,3064.23,3015.59,176860000,181236170752,812,71
2009-09-18,3063.31,2962.67,3068.03,2940.83,186678000,184961875968,95,781
2009-09-21,2937.93,2967.01,2968.7,2871.65,159010100,149654568960,580,281
2009-09-22,2956.13,2897.55,2982.9,2896.94,142937200,141099270144,114,764
2009-09-23,2897.81,2842.72,2924.2,2825.86,121360600,119331430400,108,776
2009-09-24,2824.58,2853.55,2886.26,2783.11,120039000,114126110720,306,555
2009-09-25,2836.7,2838.84,2864.07,2812.92,88104500,83486932992,261,584
2009-09-28,2844.37,2763.52,2857.95,2752.77,81369700,77242867712,95,789
2009-09-29,2763.76,2754.54,2779.69,2712.3,86854600,76708642816,167,724
2009-09-30,2772.57,2779.43,2803.86,2763.71,75094400,70037258240,667,189
2009-10-09,2840.13,2911.72,2912.55,2834.62,97067200,95242665984,893,0
2009-10-12,2927.02,2894.48,2932.08,2893.57,99798700,102000107520,442,406
2009-10-13,2889.79,2936.19,2937.82,2886.96,90101100,90407895040,809,77
2009-10-14,2945.67,2970.53,3010.61,2943.74,147615300,144803119104,655,205
2009-10-15,2994.89,2979.79,3014.26,2967.11,113940200,113218428928,447,412
2009-10-16,2992.75,2976.63,3008.18,2931.92,105658400,107286978560,410,461
2009-10-19,2974.64,3038.27,3039.6,2962.31,134983000,143382380544,869,33
2009-10-20,3062.55,3084.45,3084.94,3053.64,161398100,170665508864,717,156
2009-10-21,3080.52,3070.59,3105.51,3062.56,150078200,157882990592,258,625
2009-10-22,3068.68,3051.41,3080.66,3045.03,115141900,121943384064,433,443
2009-10-23,3057.39,3107.85,3123.46,3057.39,154020400,160256475136,753,134
2009-10-26,3114.29,3109.57,3123.36,3083.18,126916700,133732409344,395,483
2009-10-27,3086.09,3021.46,3086.09,3020.49,143799200,143765880832,113,782
2009-10-28,3014.18,3031.33,3038.06,2974.26,121347000,117980282880,620,256
2009-10-29,2975.2,2960.47,2993.44,2952.01,125412200,119998873600,134,759
2009-10-30,3007.25,2995.85,3027.13,2983.93,119313100,120086634496,727,151
2009-11-02,2933.82,3076.65,3077.91,2923.52,157185500,158645977088,880,17
2009-11-03,3085.74,3114.23,3121.2,3078.94,166580400,173470744576,819,76
2009-11-04,3119.31,3128.54,3141.45,3096.35,161404000,166997311488,557,311
2009-11-05,3133.5,3155.05,3158.72,3122.52,158261300,157770137600,642,221
2009-11-06,3176.14,3164.04,3183.57,3156.99,178199500,183886888960,512,354
2009-11-09,3162.15,3175.58,3176.66,3141.77,151529800,161118339072,553,324
2009-11-10,3203.17,3178.61,3211.1,3176.25,153401800,165199495168,384,489
2009-11-11,3176.31,3175.19,3186.59,3149.07,137875400,146643075072,501,380
2009-11-12,3181.46,3172.95,3199.87,3163.08,148659100,154549321728,494,370
2009-11-13,3164.65,3187.65,3189.09,3127.5,167126700,168500871168,601,270
2009-11-16,3206.43,3275.05,3275.55,3206.43,217640100,231615381504,804,69
2009-11-17,3291.04,3282.89,3298.38,3275.3,180125100,197604638720,498,374
2009-11-18,3287.26,3303.23,3315.87,3274.21,169464800,183665131520,498,394
2009-11-19,3311.19,3320.61,3329.03,3285.8,192477500,198263635968,699,187
2009-11-20,3309.38,3308.35,3332.53,3280.18,186993900,202817568768,475,408
2009-11-23,3312.97,3338.66,3339.3,3305.5,178645300,205482786816,738,152
2009-11-24,3352.22,3223.53,3361.39,3214.03,272142000,295137214464,50,856
2009-11-25,3214.82,3290.16,3291.17,3188.02,209369300,222150787072,885,21
2009-11-26,3296.01,3170.98,3305.33,3160.35,240592400,259123101696,83,803
2009-11-27,3137.3,3096.27,3169.75,3080.89,170088200,176066297856,154,734
2009-11-30,3114.29,3195.3,3195.88,3114.29,156491800,163776495616,890,6
2009-12-01,3191.06,3235.36,3240.66,3173.42,183184600,194723561472,863,38
2009-12-02,3252.98,3269.75,3278.27,3245.96,189209400,206787985408,687,189
2009-12-03,3268,3264.63,3270.37,3227.77,170458800,191423922176,508,377
2009-12-04,3256.61,3317.04,3319.13,3214.84,243137900,263158022144,202,686
