date,open,close,high,low,volume,amount,up,down
1997-07-09,1113.64,1120.84,1122.67,1104.08,3214400,3503334912,224,163
1997-07-10,1121.25,1120.15,1137.86,1115.21,3354100,3646752000,189,194
1997-07-11,1116.41,1154.91,1155.05,1114.39,3965900,4648944128,383,17
1997-07-14,1163.29,1185.72,1185.77,1158.44,5616300,6582892032,357,34
1997-07-15,1189.47,1200.11,1201.21,1180.19,5804100,6562627072,231,164
1997-07-16,1201.59,1190.82,1204.85,1184.44,5364100,6314409984,142,246
1997-07-17,1188.26,1197.22,1203.5,1180.93,4698800,5609440768,178,196
1997-07-18,1199.39,1209.85,1210.44,1191.28,4852200,6022924800,289,93
1997-07-21,1215.83,1193.52,1218.48,1188.87,5019200,6047371776,134,250
1997-07-22,1189.11,1208.24,1208.26,1163.46,4566200,5481801216,272,109
1997-07-23,1219.05,1198.86,1223.82,1194.7,4899300,5496758784,143,252
1997-07-24,1194.7,1174.21,1200.3,1172.36,3382700,3871251968,62,330
1997-07-25,1166.56,1170.86,1177.65,1158.13,3168700,3490742016,144,243
1997-07-28,1167.81,1141.77,1167.88,1138.47,3096100,3363792896,105,287
1997-07-29,1137.31,1153.22,1161.19,1133.17,3060300,3010184960,253,129
1997-07-30,1157.09,1179.42,1179.47,1157,3679600,3544940032,357,38
1997-07-31,1184.93,1189.76,1192.2,1179.71,3790300,3697061888,203,187
1997-08-01,1191.65,1192.82,1194.03,1182.22,3313800,3162194944,247,146
1997-08-04,1196.25,1200.33,1201.92,1188.67,4385200,4263821056,283,116
1997-08-05,1203.35,1196.27,1207.22,1193.69,3640800,3529353984,141,250
1997-08-06,1196.03,1171.94,1197.44,1170.26,2972300,2894359040,47,346
1997-08-07,1167.92,1199.24,1199.24,1161.63,3448600,3156099072,341,50
1997-08-08,1205.95,1206.05,1216.56,1201.35,7033700,6010073088,217,174
1997-08-11,1206.45,1184.08,1206.75,1182.44,5036500,4966574080,142,256
1997-08-12,1177.26,1146.8,1183.43,1145.74,3936900,3904292096,58,347
1997-08-13,1139.24,1120.12,1153.49,1118.2,3460800,3283392000,90,305
1997-08-14,1120.47,1168.11,1168.33,1120.24,3952900,3702321920,404,12
1997-08-15,1174.18,1143.06,1174.88,1133.89,4767600,4024259072,94,318
1997-08-18,1139.6,1134.63,1139.6,1116.14,3357400,3052098048,154,248
1997-08-19,1134.61,1132.9,1143.2,1128.1,2571900,2372943872,160,242
1997-08-20,1135.05,1144.63,1144.64,1133.74,2507300,2319731968,284,111
1997-08-21,1148.38,1164.54,1165.21,1147.81,4007200,3817707008,339,62
1997-08-22,1159.38,1171.83,1174.48,1156.82,4337300,4004645888,213,191
1997-08-25,1175.44,1184.09,1184.33,1175.38,4539600,4356612096,239,158
1997-08-26,1186.06,1194.04,1194.13,1181.24,5549700,5413198848,214,186
1997-08-27,1195.42,1198.51,1199.47,1188.33,5433700,4832472064,253,145
1997-08-28,1201.05,1213.89,1216.07,1194.67,6942600,6113156096,249,151
1997-08-29,1214.31,1221.06,1223.07,1209.47,7318600,6340527104,222,177
1997-09-01,1224.17,1229.86,1230.06,1219.1,6798200,6136525824,231,170
1997-09-02,1228.47,1226.3,1232.69,1215.92,5896200,5211807232,168,241
1997-09-03,1223.62,1240.82,1243.32,1223.46,5758000,5501217792,322,81
1997-09-04,1245.77,1251.29,1253.15,1245.64,5447000,5457518080,253,139
1997-09-05,1250.6,1251.55,1253.35,1241.21,4722700,4467573760,171,228
1997-09-08,1253.14,1255.22,1257.54,1245.74,5484200,4863577088,224,181
1997-09-09,1255.18,1231.02,1257.92,1230.44,4544400,4073007104,65,343
1997-09-10,1230.42,1256.04,1256.04,1227.64,5390700,4469041152,331,71
1997-09-11,1260.51,1242.71,1264.48,1236.11,7133600,5998594048,84,314
1997-09-12,1240.49,1208.69,1247.9,1207.83,4310600,3632747008,30,382
1997-09-15,1205.9,1179.28,1211.68,1175.94,3578300,3078022912,42,357
1997-09-16,1182.75,1187.22,1193.84,1181.16,2651900,2149570048,282,94
1997-09-17,1188.88,1167.55,1191.29,1162.24,2425900,1946434944,60,335
1997-09-18,1169.67,1172.36,1181.74,1164.64,2300900,1934701952,270,118
1997-09-19,1174.76,1184.52,1185.09,1168.86,2018400,1763293056,308,84
1997-09-22,1184.49,1103.97,1185.1,1102.61,3062600,2514808064,6,406
1997-09-23,1096.18,1041.96,1105.28,1025.13,4299500,3080963072,12,395
1997-09-24,1064.66,1110.01,1110.1,1064.66,4964000,4081336064,403,6
1997-09-25,1118.36,1117.01,1130.12,1106.24,4336300,3583652096,280,118
1997-09-26,1118.69,1109.63,1118.94,1094.42,2741700,2232000000,97,296
1997-09-29,1106.34,1084.07,1106.34,1079.34,2436100,2094958976,41,359
1997-09-30,1083.41,1097.38,1100.38,1083.23,2045300,1766505984,345,59
1997-10-06,1100.7,1098.9,1105.41,1091.15,1565900,1298081024,164,227
1997-10-07,1098.29,1102.57,1102.71,1087.01,1776000,1323421056,206,183
1997-10-08,1122.96,1134.86,1140.93,1116.71,2971000,2433351936,395,13
1997-10-09,1134.59,1122.46,1138.65,1120.08,2033800,1622114048,68,336
1997-10-10,1121.33,1130.78,1131.57,1120.51,1984600,1582066944,302,83
1997-10-13,1136.42,1119.81,1138.4,1117.38,1925000,1534104960,83,312
1997-10-14,1116.29,1117.92,1118.02,1105.7,1553900,1211513984,133,259
1997-10-15,1119.1,1125.78,1129.65,1116.42,2157600,1798745984,287,114
1997-10-16,1131.4,1150.3,1151.39,1131.39,3404500,3357967872,331,72
1997-10-17,1155.42,1176.48,1180.21,1153.89,4629300,4871954944,337,69
1997-10-20,1183.74,1187.36,1191.04,1173.55,4641200,4910581760,198,193
1997-10-21,1190.49,1191.87,1192.34,1179.57,4258200,4349955072,160,237
1997-10-22,1193.7,1177.52,1203.01,1168.45,6127100,6782919168,104,307
1997-10-23,1178.98,1173.36,1186.06,1170.23,4180100,4351262208,128,274
1997-10-24,1172.88,1178.3,1179.8,1164.06,3803700,3682157056,210,200
1997-10-27,1183.64,1235.82,1235.94,1183.64,6603000,7016540160,384,24
1997-10-28,1239.58,1177.92,1241.83,1172.89,5277200,5622448128,17,405
1997-10-29,1168.22,1184.08,1188.79,1162.98,3611300,3642467072,187,210
1997-10-30,1189.26,1174.84,1207.97,1173.64,4849000,5120577024,105,298
1997-10-31,1164.91,1180.39,1181.5,1158.73,3077200,2986041088,248,144
1997-11-03,1181.16,1180.85,1185.06,1176.54,2586700,2545630976,172,231
1997-11-04,1180.86,1184.7,1190.47,1180.86,2391500,2250394112,215,182
1997-11-05,1186.09,1194.03,1194.67,1179.35,4979400,4417063936,244,163
1997-11-06,1198.65,1181.12,1203.08,1179.58,4329500,4423905792,119,290
1997-11-07,1181.77,1195.14,1195.74,1177.63,3657500,3645254912,328,83
1997-11-10,1199.36,1185.78,1202.57,1178.63,4018500,4256390912,167,241
1997-11-11,1183.41,1186.63,1187.74,1168.48,3026700,3042721024,165,239
1997-11-12,1190.01,1174.18,1193.53,1171.56,2987200,2944480000,87,314
1997-11-13,1169.7,1185.02,1185.28,1157.29,3025800,2974609920,252,142
1997-11-14,1187.35,1197.83,1208.84,1181.68,3958500,3911844096,256,143
1997-11-17,1210.67,1191.33,1213.22,1190.43,2761900,2724621056,140,254
1997-11-18,1190.26,1183.34,1193.31,1182.6,2588600,2550011904,83,330
1997-11-19,1185.1,1181.62,1191.96,1175.78,2695800,2456818944,125,280
1997-11-20,1182.73,1172.42,1189.49,1169.09,3279500,2911639040,76,329
1997-11-21,1168.96,1158.55,1169.1,1152,3000600,2793787904,57,353
1997-11-24,1150.41,1124.94,1150.56,1122.93,3001200,2669792000,35,387
1997-11-25,1120.86,1125.52,1131.12,1114.13,3612200,3629595904,231,175
1997-11-26,1126.59,1143.81,1143.81,1124.47,2367500,2121198976,365,47
1997-11-27,1141.77,1122.51,1141.97,1120.51,2530100,2320975104,54,357
1997-11-28,1117.56,1139.62,1139.64,1114.43,2670900,2654187008,375,41
1997-12-01,1137.58,1133.08,1139.29,1130.44,2323800,2372620032,133,274
1997-12-02,1133.59,1130.16,1139.6,1128.5,1884800,1795814016,185,213
1997-12-03,1129.77,1122.54,1130.31,1121.59,1927200,1808203008,121,291
1997-12-04,1121.8,1135.87,1137.01,1119.2,2305900,2286490880,319,80
1997-12-05,1139.47,1136.2,1144.22,1134.93,2411600,2286161920,194,209
1997-12-08,1140.54,1139.36,1143.08,1136.57,2106000,1948707968,221,187
1997-12-09,1139.8,1148.17,1148.17,1137.31,2156100,2098962048,264,140
1997-12-10,1150.47,1157.84,1158.98,1149.33,2380300,2290330112,249,158
1997-12-11,1159.05,1159.16,1159.75,1145.54,2331200,2531418112,139,276
1997-12-12,1160.22,1153.84,1165.81,1153.43,2586400,2881841920,164,247
1997-12-15,1155.72,1168.02,1168.05,1155.6,3185600,3364495104,262,139
1997-12-16,1170.46,1174.8,1174.8,1165.6,3366700,3782595072,233,172
1997-12-17,1169.64,1146.52,1169.73,1145.89,3349100,3670103040,57,360
1997-12-18,1142.1,1154.16,1159.11,1138.39,3075900,3207002880,233,148
1997-12-19,1154.7,1160.76,1161.87,1151.14,3265200,3364940032,261,143
1997-12-22,1162.68,1169,1169.02,1153.44,4253100,4949745152,211,201
1997-12-23,1171.9,1171.25,1176.92,1165.05,3333900,3812491008,177,227
1997-12-24,1171.73,1169.66,1173.54,1164.85,3198800,3370520064,189,213
1997-12-25,1170.56,1181.27,1181.47,1169.99,3616600,4138141952,282,129
1997-12-26,1187.75,1191.91,1194.23,1186.52,4218000,4872863744,261,131
1997-12-29,1196.29,1186.6,1198.97,1185.65,3714000,3931172096,181,219
1997-12-30,1186.13,1181.14,1193.62,1179.55,2824100,2972268032,164,244
1997-12-31,1182.25,1194.1,1195.04,1182.24,3122100,3601425920,301,100
1998-01-05,1200.94,1220.47,1220.49,1200.22,4405800,5383873024,293,117
1998-01-06,1223.73,1233.62,1233.63,1215.4,5186400,6226787840,259,149
1998-01-07,1233.95,1244.07,1244.09,1231.14,5799400,6338030080,251,167
1998-01-08,1243.12,1237.16,1250,1235.88,4096800,4562875904,125,298
1998-01-09,1233.7,1239.9,1244.99,1221.29,5381400,6421216768,158,259
1998-01-12,1242.21,1226.96,1246.65,1226.39,5769900,6670899200,156,267
1998-01-13,1211.88,1167.64,1211.88,1110.08,7225700,9022725120,51,373
1998-01-14,1170.34,1202.21,1203.24,1170.32,5729100,6275423232,422,7
1998-01-15,1210.42,1215.43,1217.86,1196.14,5563300,5734376960,312,109
1998-01-16,1215.82,1213.96,1220.97,1207.91,4144400,4617707008,160,257
1998-01-19,1215.4,1213.12,1216.98,1205.47,3274300,3690653952,205,215
1998-01-20,1211.27,1203.71,1215.57,1195.38,3158600,3501964032,143,279
1998-01-21,1201.98,1200.2,1209.68,1198.22,3085900,2916666880,206,198
1998-01-22,1200.52,1204.43,1207.45,1194.38,4399300,4150379008,197,218
1998-01-23,1206.49,1222.91,1224.12,1206.45,3599300,3482348032,374,43
1998-02-09,1257.99,1248.04,1262.62,1244.42,4378500,4678220800,390,46
1998-02-10,1248.59,1236.51,1248.59,1233.69,5341200,4923077120,195,231
1998-02-11,1234.18,1250.23,1251.45,1233.53,4830300,4388084224,260,151
1998-02-12,1253.38,1246.29,1254.41,1241.99,4764400,4604214784,173,250
1998-02-13,1246.73,1245.91,1251.91,1241.82,4109000,4490527232,189,235
1998-02-16,1246.79,1236.23,1247.96,1230.91,4631200,5026706944,151,270
1998-02-17,1234.83,1238.5,1240.57,1228.11,3536100,3761720064,258,156
1998-02-18,1239.63,1229.83,1240.17,1225.49,4625700,4701663232,140,284
1998-02-19,1229.8,1232.58,1235.49,1223.93,3317300,3370115072,212,206
1998-02-20,1234.6,1226.02,1237.91,1224.58,3175000,3234478080,152,269
1998-02-23,1217.85,1208.6,1217.85,1195.88,3821300,3962984960,127,297
1998-02-24,1206.92,1208.21,1216.35,1206.09,3539100,3313786112,219,211
1998-02-25,1208.52,1194.67,1209.49,1191.75,3446500,3373128960,107,315
1998-02-26,1193,1206.67,1206.67,1189.51,3160900,3272280064,264,152
1998-02-27,1209.44,1206.53,1213.72,1202.86,3593200,3661349888,204,212
1998-03-02,1196.74,1188.3,1205.74,1182.61,4856200,4869275136,111,318
1998-03-03,1186.52,1201.78,1201.8,1185.3,3573200,3521327104,306,125
1998-03-04,1204.94,1213.25,1214,1201.25,3607800,4082917120,254,165
1998-03-05,1217.85,1207.54,1219.28,1206.37,3232700,3584568064,154,267
1998-03-06,1208.74,1206.45,1208.97,1202.12,3091900,3322543104,188,235
1998-03-09,1207.95,1200.83,1208.61,1197.56,3102600,3505223936,143,268
1998-03-10,1199.62,1199.83,1205.83,1186.55,2997500,3303258112,201,219
1998-03-11,1201.26,1190.03,1210.52,1187.44,3669800,4360007168,101,319
1998-03-12,1187.53,1178.97,1188.28,1175.55,2515400,2610192896,109,311
1998-03-13,1177.81,1184.96,1184.96,1176,2367000,2474820096,264,153
1998-03-16,1186.18,1188.48,1188.61,1179.44,3048700,3387109888,228,194
1998-03-17,1193.66,1202.83,1202.83,1193.23,3760000,4255075072,331,90
1998-03-18,1204.1,1193.9,1204.74,1191.9,3662800,4043563008,172,259
1998-03-19,1192.39,1188.71,1195.82,1184.87,3449700,3511040000,144,268
1998-03-20,1188.59,1187.5,1192.32,1183.24,2827400,2957061888,177,236
1998-03-23,1186.56,1179.86,1186.86,1178.04,3642700,3908759040,158,270
1998-03-24,1180.09,1194.01,1194.05,1179.97,3544900,3714162944,312,111
1998-03-25,1207.61,1191.55,1209.76,1188.85,4155200,4602113024,166,259
1998-03-26,1191,1188.86,1193.81,1186.22,4553300,4500583936,178,247
1998-03-27,1189.4,1223.56,1223.92,1188.85,6863300,7215240192,388,36
1998-03-30,1230.94,1249.43,1249.44,1228.29,7331400,7915189760,325,95
1998-03-31,1251.34,1243.01,1252.24,1238.64,6118800,6429037056,157,256
1998-04-01,1243.37,1254.96,1255.01,1240.05,6247500,6740955136,243,183
1998-04-02,1259.59,1269.01,1285.03,1259.58,10351700,11033227264,265,158
1998-04-03,1268.56,1286.08,1286.1,1266.03,7949200,8403443200,288,131
1998-04-06,1291.61,1306.37,1306.38,1286.43,10246200,10254905344,323,95
1998-04-07,1308.55,1303.14,1310.28,1296.54,16307900,9296909312,159,267
1998-04-08,1303.4,1322.79,1322.82,1302.41,14182200,11282428928,331,88
1998-04-09,1326.44,1297.22,1328.78,1288.88,15162500,12499861504,113,316
1998-04-10,1294.61,1311.51,1311.52,1293.58,14670100,10336776192,279,135
1998-04-13,1319.94,1318.38,1326.29,1311.83,12153200,10899426304,222,204
1998-04-14,1318.27,1313.72,1320.9,1304.37,8585000,7163332096,191,236
1998-04-15,1314.16,1324.7,1324.7,1314.06,9584500,7580655104,301,112
1998-04-16,1324.03,1316.24,1326.42,1312.56,9470100,8403793920,157,269
1998-04-17,1311.54,1298.1,1311.73,1291.08,8814600,7626521088,123,296
1998-04-20,1292.16,1296,1302.98,1286.58,7408400,7018780160,187,229
1998-04-21,1296.77,1304.7,1307.85,1295.05,6579600,5873254912,286,135
1998-04-22,1307.83,1332.18,1333.06,1307.83,7936500,7483210240,321,96
1998-04-23,1337.48,1324.55,1340.25,1321.04,10676400,8477715968,155,281
1998-04-24,1324.45,1315.16,1331.85,1313.6,9745100,8411666944,137,292
1998-04-27,1314.35,1310.37,1318.79,1303.48,11094500,8623431680,188,245
1998-04-28,1315.34,1332.99,1333.09,1315.32,9613600,8137355776,300,107
1998-04-29,1337.89,1332.49,1341.58,1328.56,8297100,7002967040,202,219
1998-04-30,1336.01,1343.44,1343.46,1335.54,8903900,7520545792,268,163
1998-05-04,1353.05,1352.92,1355.51,1345.35,11067500,8992205824,208,217
1998-05-05,1355.04,1352.52,1356.05,1346.59,8053400,6802926080,190,226
1998-05-06,1352.72,1348.41,1355.65,1341.8,7666800,7525547008,158,260
1998-05-07,1348.88,1327.87,1352.55,1326.65,7990500,8213467136,86,344
1998-05-08,1324.74,1357.59,1357.6,1324.72,16894000,10338143232,383,36
1998-05-11,1367.24,1354.6,1368.02,1351.59,13462800,11730668544,179,250
1998-05-12,1358.95,1349.64,1360.06,1342.73,8706100,7618459136,158,254
1998-05-13,1351.18,1369.26,1369.3,1351,10226000,9222568960,322,103
1998-05-14,1373.17,1367.12,1376.29,1360.89,12414000,9864662016,169,265
1998-05-15,1373.42,1368.08,1379.12,1361.84,10248300,8489564160,209,223
1998-05-18,1373.67,1368.18,1376.38,1360.46,8319100,6608844800,187,232
1998-05-19,1370.67,1362.29,1372.87,1355.53,6298200,5489381888,170,265
1998-05-20,1362.69,1357.43,1365.1,1352.16,6764000,6521455104,155,267
1998-05-21,1356.95,1366.65,1367.71,1350.26,6776800,6230987776,284,134
1998-05-22,1371.36,1375.81,1379.89,1370.72,8017800,8157572096,265,147
1998-05-25,1380.12,1389.36,1389.65,1376.2,10732400,10209896448,274,139
1998-05-26,1392.75,1390.41,1394.43,1383.75,8765600,8991478784,192,221
1998-05-27,1393.73,1399.54,1399.54,1390.55,8848100,9093962752,218,211
1998-05-28,1402.85,1397.89,1405.58,1392.9,8328500,8171867136,175,239
1998-05-29,1402.67,1411.2,1411.34,1402.01,9529000,9586862080,274,150
1998-06-01,1418.35,1415.57,1420.55,1411.06,9874400,10268972032,213,217
1998-06-02,1419.22,1413.08,1419.57,1402.62,7972400,7690210816,164,258
1998-06-03,1415.01,1420,1421.12,1413.11,8580900,7470886912,245,189
1998-06-04,1420.98,1406.3,1422.97,1402.74,7656500,7396794880,115,321
1998-06-05,1404.07,1408.61,1414.36,1390.63,7588400,8037844992,163,267
1998-06-08,1411.95,1403.73,1415.18,1401.05,6701300,6992848896,166,263
1998-06-09,1400.34,1369.65,1400.34,1357.46,7246400,7169710080,68,369
1998-06-10,1367.74,1368.29,1377.83,1359.39,5367100,5812779008,206,214
1998-06-11,1367.55,1347.67,1371.15,1346.06,4254800,4163335936,75,367
1998-06-12,1373.11,1383.38,1383.46,1365.08,5443500,5457820160,415,25
1998-06-15,1385.32,1365.34,1386.98,1359.87,5507500,5924895744,107,338
1998-06-16,1362.59,1348.58,1362.59,1323.52,5949700,5903299072,124,313
1998-06-17,1349,1348.94,1356.66,1344.44,5147300,4938423808,255,178
1998-06-18,1352.23,1370.68,1372.12,1352.23,5257300,4870895104,369,65
1998-06-19,1376.19,1392.87,1392.87,1376.19,5378900,6031252992,360,80
1998-06-22,1400.46,1399.35,1401.51,1392.05,6452400,7500145152,243,189
1998-06-23,1398.23,1397.95,1398.7,1385.45,6406300,7356984832,179,262
1998-06-24,1399.7,1401.74,1402.13,1390.85,6325900,6843273216,184,255
1998-06-25,1402.95,1382.03,1404.04,1377.17,5073800,5267846144,104,327
1998-06-26,1383.29,1385.61,1388.55,1376.4,10186600,6308044800,214,183
1998-06-29,1387.02,1361.43,1387.19,1356.21,6024000,5224248832,68,353
1998-06-30,1360.61,1339.2,1363.59,1335.21,3818800,3850838016,89,330
1998-07-01,1363.26,1316.44,1367.14,1315.18,5559200,4942227968,70,364
1998-07-02,1314.1,1331.65,1331.65,1296.99,4854000,4510609920,289,146
1998-07-03,1335.83,1335.12,1341.73,1327.79,5457100,4891871232,234,197
1998-07-06,1339.26,1315.28,1339.67,1313.27,4638300,4193358080,92,347
1998-07-07,1313.64,1324.4,1324.4,1307.9,3525700,3186784000,283,143
1998-07-08,1326.81,1338.98,1339.16,1326.62,3470800,3304296960,306,125
1998-07-09,1341.35,1343.23,1344.43,1336.66,4003000,3425595904,225,216
1998-07-10,1344.74,1360.61,1360.64,1344.63,5306800,4362800128,380,62
1998-07-13,1362.68,1358.81,1362.99,1352.15,4803800,4564680192,200,248
1998-07-14,1360.61,1336.55,1361.18,1334.7,5156200,5124187136,73,387
1998-07-15,1332.41,1335.46,1341.64,1326.32,4341200,4391414784,207,228
1998-07-16,1335.29,1325.63,1337.64,1317.88,4360900,4377804800,159,281
1998-07-17,1325.88,1314.71,1330.81,1311.75,5131200,4770898944,142,298
1998-07-20,1311.05,1287.07,1311.15,1278.3,4861500,4319605760,108,339
1998-07-21,1285.78,1313.01,1318.93,1284.79,4080800,3779568896,358,84
1998-07-22,1312.22,1299.14,1312.36,1295.61,3498100,3424332032,99,342
1998-07-23,1299.21,1316.27,1316.28,1299.15,4113400,3449140992,361,93
1998-07-24,1317.84,1326.82,1330.49,1317.84,4113400,3990935040,268,167
1998-07-27,1328.33,1321.89,1328.72,1314.73,3961200,3569114112,168,273
1998-07-28,1321.63,1317.94,1324.27,1313.2,3412000,3003386112,191,253
1998-07-29,1317.92,1311.94,1321.26,1308.26,3855900,3273113088,134,326
1998-07-30,1312.85,1315.3,1318.02,1309.77,9867600,4189178880,203,237
1998-07-31,1316.3,1316.91,1319.35,1312.37,4834300,3713484032,212,231
1998-08-03,1315.13,1301.67,1315.47,1301.26,4215900,3074415104,133,314
1998-08-04,1299.72,1293.45,1299.72,1283.19,4173300,3037176064,128,319
1998-08-05,1293.7,1307.44,1307.48,1293.12,5707500,3159965952,385,77
1998-08-06,1310.29,1294.16,1312.6,1292.39,6253600,3369197056,114,340
1998-08-07,1292.08,1271.06,1292.31,1267.92,5690800,4649278976,82,373
1998-08-10,1262,1234.58,1262.03,1227.47,4900400,3578075904,52,403
1998-08-11,1230.37,1207.67,1241.78,1206.63,3633700,2877958912,75,367
1998-08-12,1204.36,1190.55,1207.72,1158.78,5317000,4066714112,123,336
1998-08-13,1193.36,1204.18,1205.85,1185.57,4221500,3511910912,354,92
1998-08-14,1202.37,1168.02,1202.37,1165.86,4696100,3596606976,100,364
1998-08-17,1152.67,1070.41,1152.67,1068.65,5375500,3658404096,19,441
1998-08-18,1054.18,1071.3,1094.37,1043.02,5317400,3469349888,238,221
1998-08-19,1072.74,1126.08,1126.08,1072.72,7208300,4056400896,469,2
1998-08-20,1128.75,1149.9,1149.95,1113.85,6448700,4421026816,377,78
1998-08-21,1149.62,1177.62,1178.73,1141.5,7177100,5095424000,360,82
1998-08-24,1178.55,1178.55,1190.88,1166.14,7300000,5527000064,217,229
1998-08-25,1174.4,1179.06,1179.1,1159.38,6372400,4913848832,229,224
1998-08-26,1174.84,1160.28,1182.33,1159.52,6649800,4179886080,113,346
1998-08-27,1152.35,1145.21,1154.69,1142.16,4684700,3346545920,127,326
1998-08-28,1139.81,1129.72,1146.51,1125.19,4509600,3080069888,88,370
1998-08-31,1117.97,1150.22,1150.22,1072.42,5619800,3602255104,372,72
1998-09-01,1142.5,1143.12,1163.17,1123.63,5628300,3920489984,149,303
1998-09-02,1137.3,1136.89,1149.26,1129.8,4064500,2597047040,184,263
1998-09-03,1136.44,1147.19,1151,1136.13,3663000,2569646080,383,68
1998-09-04,1148.95,1163.52,1169.46,1148.94,5281600,3532005888,417,46
1998-09-07,1168.36,1178.37,1178.37,1163.2,4911500,3493112064,364,87
1998-09-08,1181.06,1167.59,1185.09,1166.65,6029100,3928537088,138,321
1998-09-09,1165.65,1190.68,1190.73,1162.46,6324400,5399554048,402,67
1998-09-10,1194.87,1213.67,1219.79,1194.11,10198400,8047304192,399,64
1998-09-11,1214.83,1218,1225.14,1206.61,8697500,7037564928,206,246
1998-09-14,1219.31,1239.6,1239.76,1214.44,12534100,8366423040,401,62
1998-09-15,1240.94,1230.12,1245.42,1228.87,10612300,7671534080,149,310
1998-09-16,1226.9,1252.13,1252.2,1225.29,9433900,7495916032,369,89
1998-09-17,1257.37,1233.7,1264.39,1226.72,11202700,10078534656,120,341
1998-09-18,1227.56,1207,1233.4,1199.58,8900600,7731049984,72,391
1998-09-21,1199.16,1222.37,1222.37,1193.82,6055200,5043799040,363,77
1998-09-22,1224.39,1222.63,1229.61,1214.01,5342900,4497092096,202,250
1998-09-23,1223.99,1229.86,1233.79,1222.36,5420600,4338385920,239,208
1998-09-24,1231.04,1199.06,1232.27,1196.92,7174900,6124768768,66,388
1998-09-25,1194.31,1221.57,1221.57,1192.07,5319800,4344755200,426,38
1998-09-28,1224.26,1230.21,1239.8,1217.65,7004800,5522941952,271,194
1998-09-29,1231.89,1231.74,1239.1,1226.84,5591000,4396583936,213,228
1998-09-30,1233.58,1242.89,1242.94,1233.42,5625900,4254169088,375,75
1998-10-05,1245.73,1234.77,1246.6,1231.4,4516900,3733584896,175,286
1998-10-06,1234.14,1217.45,1237.84,1214.82,5021800,3913445888,70,395
1998-10-07,1214.36,1213.78,1219.1,1207.92,5287300,3957596928,180,279
1998-10-08,1215.95,1228.71,1228.73,1215.87,4929000,4011365888,408,56
1998-10-09,1231.94,1236.93,1241.05,1229.84,6348800,5328940032,307,150
1998-10-12,1239.56,1247.14,1247.24,1227.85,7066300,6107140096,315,155
1998-10-13,1250.67,1244.06,1257.35,1239.77,7042600,6240641024,204,263
1998-10-14,1243.71,1240.59,1247.66,1234.06,5336600,4584119808,171,285
1998-10-15,1243.19,1254.81,1254.84,1241.25,6310900,5767920128,318,136
1998-10-16,1259.14,1251.52,1263.71,1249.93,7032100,6400559104,200,262
1998-10-19,1255.05,1246.23,1256.75,1240.44,5732200,5127540224,165,300
1998-10-20,1248.23,1243.64,1251.43,1238.3,5458300,4485679104,185,260
1998-10-21,1243.53,1207.82,1243.6,1206.11,7476300,6631849984,55,413
1998-10-22,1202.2,1216.09,1216.16,1191.55,6378500,5616711168,288,159
1998-10-23,1217.12,1217.42,1230.82,1215.47,6731100,6125805056,164,289
1998-10-26,1215.55,1208.26,1215.55,1195.24,6750500,6282014208,127,333
1998-10-27,1207.2,1216.78,1218.44,1204.73,5132100,5009555968,324,125
1998-10-28,1218.49,1225.92,1226.11,1217.23,5269600,5093203968,337,115
1998-10-29,1226.92,1216.76,1229.74,1214.92,4597200,4361315840,106,362
1998-10-30,1216.01,1217.31,1225.64,1215.45,4743800,4617648128,199,253
1998-11-02,1217.33,1223.47,1223.53,1210.84,4461100,4354308096,232,228
1998-11-03,1225.26,1236.87,1236.96,1225.21,4885300,4944154112,361,94
1998-11-04,1239.49,1235.8,1240.7,1232.78,4665600,4593341952,170,288
1998-11-05,1237.54,1253.27,1253.31,1237.5,6972000,6542883840,340,111
1998-11-06,1258.69,1259.76,1267.39,1257.17,10208300,9537859584,242,220
1998-11-09,1263.96,1283.12,1283.12,1263.95,8826000,8201195008,396,71
1998-11-10,1283.91,1286.55,1288.73,1275.19,7928900,7427273216,185,272
1998-11-11,1287.42,1286.19,1288.35,1278.47,6683800,6763768832,193,268
1998-11-12,1286.55,1282.98,1295.06,1278.94,6767000,6813306880,164,292
1998-11-13,1281.99,1282.5,1285.92,1271.32,5654900,5680309248,200,249
1998-11-16,1284.33,1293.74,1293.76,1281.6,5847100,6068038144,256,192
1998-11-17,1296.62,1290.59,1300.15,1285.02,5663000,5746116096,188,267
1998-11-18,1291,1285.5,1292.92,1281.59,5470300,5253761024,172,279
1998-11-19,1283.96,1275.6,1284.13,1274.08,4880200,5360676864,146,304
1998-11-20,1272.65,1275.37,1279.37,1271.65,4515900,4669088768,195,257
1998-11-23,1275.9,1273.78,1278.08,1269.09,4575300,4379611136,172,288
1998-11-24,1274.44,1278.91,1282.92,1274.41,6733200,4514245120,313,142
1998-11-25,1280.26,1263.85,1283.96,1262.22,4974200,4070542080,82,371
1998-11-26,1260.07,1252.81,1262.78,1247.84,4361500,4052660992,120,343
1998-11-27,1252.37,1245.08,1259.04,1242.56,4284000,3803064064,129,326
1998-11-30,1244.92,1247.41,1247.41,1238.13,4055500,3468862976,271,192
1998-12-01,1249,1234.35,1251.86,1231.99,3889000,3341403904,90,367
1998-12-02,1233.16,1236.96,1236.96,1222.64,3429800,3123951104,237,214
1998-12-03,1238.29,1232.5,1239.26,1229.85,3772200,3423570944,157,299
1998-12-04,1232.43,1219.19,1234.63,1213.55,3704100,3267059968,103,350
